1,447.35,442.35,5,-RPT,FM,NULL,TONE ENC,107.2 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Cedaredge - Grand Mesa",0
2,449.2,444.2,5,-RPT,FM,NULL,TONE ENC,107.2 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Glade Park",0
3,447.125,442.125,5,-RPT,FM,AA0BF,TONE ENC,103.5 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Fairplay - Sacramento Mountain",0
4,147.135,147.735,0.6,+RPT,FM,AA0L,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Colorado Springs",0
5,448.3,443.3,5,-RPT,FM,AA0L,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Colorado Springs",0
6,147.18,147.78,0.6,+RPT,FM,AA0SP,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Colorado Springs - Almagre Mountain",0
7,146.895,146.295,0.6,-RPT,FM,AB0PC,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Bailey - Dick Mountain",0
8,147.09,147.69,0.6,+RPT,FM,AB0PC,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Fairplay - Beaver Ridge",0
9,224.96,223.36,1.6,-RPT,FM,AC0KC,OFF,88.5 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Fort Lupton",0
10,447.3,442.3,5,-RPT,FM,AC0KC,TONE ENC,107.2 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Fort Lupton",0
11,447.85,442.85,5,-RPT,FM,AC0KQ,TONE ENC,141.3 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Evergreen - Saddleback Mountain",0
12,447.8,442.8,5,-RPT,FM,AD0RM,TONE ENC,141.3 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Ridgway - Log Hill",0
13,146.85,146.25,0.6,-RPT,FM,AD0TP,TONE ENC,156.7 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Colorado Springs",0
14,447.775,442.775,5,-RPT,FM,AD0TP,TONE ENC,156.7 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Colorado Springs",0
15,145.28,144.68,0.6,-RPT,FM,AD0WA,TONE ENC,103.5 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Durango",0
16,146.79,146.19,0.6,-RPT,FM,AE0LE,OFF,88.5 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Wray",0
17,447.375,442.375,5,-RPT,FM,K0ATP,TONE ENC,114.8 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Parker",0
18,147.375,147.975,0.6,+RPT,FM,K0BV,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Trinidad - Raton Pass",0
19,449.675,444.675,5,-RPT,FM,K0CGQ,TONE ENC,88.5 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Querida",0
20,146.67,146.07,0.6,-RPT,FM,K0CL,TONE ENC,107.2 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Snowmass Village",0
21,449.4,444.4,5,-RPT,FM,K0DK,TONE ENC,91.5 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Boulder",0
22,449.925,444.925,5,-RPT,FM,K0EB,TONE ENC,114.8 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Hudson",0
23,449.725,444.725,5,-RPT,FM,K0ELK,TONE ENC,179.9 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Carbondale - Four Mile Ridge",0
24,146.67,146.07,0.6,-RPT,FM,K0EP,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Durango - Eagle Pass",0
25,146.7,146.1,0.6,-RPT,FM,K0EP,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Durango - Missionary Ridge",0
26,449.85,444.85,5,-RPT,FM,K0EP,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Durango",0
27,146.76,146.16,0.6,-RPT,FM,K0ESD,TONE ENC,107.2 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Colorado Springs - Cheyenne Mountain",0
28,146.97,146.37,0.6,-RPT,FM,K0ESD,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Colorado Springs - Pikes Peak",0
29,448.45,443.45,5,-RPT,FM,K0ESD,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Colorado Springs - Pikes Peak",0
30,146.985,146.385,0.6,-RPT,FM,K0FEZ,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Golden - Centennial Cone",0
31,447.925,442.925,5,-RPT,FM,K0FEZ,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Denver",0
32,447.2,442.2,5,-RPT,FM,K0FNL,TONE ENC,82.5 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Severance - Cactus Hill",0
33,448.85,443.85,5,-RPT,FM,K0IBM,TONE ENC,88.5 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Golden - Guy Hill",0
34,146.91,146.31,0.6,-RPT,FM,K0IRP,TONE ENC,151.4 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Colorado Springs",0
35,447.35,442.35,5,-RPT,FM,K0IRP,TONE ENC,151.4 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Colorado Springs",0
36,448.325,443.325,5,-RPT,FM,K0JSC,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Westcliffe",0
37,446.7375,441.7375,5,-RPT,FM,K0JSC,OFF,88.5 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Canon City - Fremont Peak",0
38,447.25,442.25,5,-RPT,FM,K0JSC,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Canon City - Fremont Peak",0
39,447.975,442.975,5,-RPT,FM,K0JSC,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Canon City - Colorado",0
40,446.9875,441.9875,5,-RPT,FM,K0JSC,OFF,88.5 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Pueblo - Downtown",0
41,447.275,442.275,5,-RPT,FM,K0JSC,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Pueblo - Metro",0
42,147.045,147.645,0.6,+RPT,FM,K0ML,TONE ENC,123.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Northglenn",0
43,447.725,442.725,5,-RPT,FM,K0NR,TONE ENC,100.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Hartsel - Trout Creek Pass",0
44,449.725,444.725,5,-RPT,FM,K0OJ,TONE ENC,127.3 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Greeley - UNC",0
45,447.225,442.225,5,-RPT,FM,K0PRA,OFF,88.5 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Parker",0
46,147.165,147.765,0.6,+RPT,FM,K0PRA,TONE ENC,123.0 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Idaho Springs - Middle Squaw Mountain",0
47,447.3,442.3,5,-RPT,FM,K0PRA,OFF,88.5 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Idaho Springs - Lower Squaw Mountain",0
48,445.075,440.075,5,-RPT,FM,K0PRA,OFF,88.5 Hz,023,1500 Hz,HIGH,OFF,12.5KHz,0,"Parker",0
